Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0115PL60365,LEWISHAM,7,538920,174100,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60366,LEWISHAM,7,537030,176420,1,3 Pedestrian,1 Male,25-59,46,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0115PL60367,LEWISHAM,7,534890,171350,1,3 Pedestrian,1 Male,60+,60,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115PL60372,LEWISHAM,7,538250,171420,1,1 Driver/Rider,2 Female,60+,87,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0115PL60372,LEWISHAM,7,538250,171420,2,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60374,LEWISHAM,7,536740,177950,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60375,LEWISHAM,7,539890,172130,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60377,LEWISHAM,7,539000,176360,1,1 Driver/Rider,1 Male,Unknown,0,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60378,LEWISHAM,7,539620,174680,1,3 Pedestrian,2 Female,25-59,42,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115PL60379,LEWISHAM,7,538260,174990,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60380,LEWISHAM,7,535840,176840,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60381,LEWISHAM,7,536270,176990,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60382,LEWISHAM,7,536020,176860,1,2 Passenger,2 Female,0-15,1,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115PL60383,LEWISHAM,7,537640,175980,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60385,LEWISHAM,7,540510,172170,1,3 Pedestrian,1 Male,16-24,22,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115PL60386,LEWISHAM,7,535850,171440,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60388,LEWISHAM,7,540150,173380,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60388,LEWISHAM,7,540150,173380,2,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60389,LEWISHAM,7,539900,174450,1,2 Passenger,2 Female,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115PL60390,LEWISHAM,7,537300,173520,1,1 Driver/Rider,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60392,LEWISHAM,7,536990,176990,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60393,LEWISHAM,7,536510,172010,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60395,LEWISHAM,7,537920,173730,2,2 Passenger,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60395,LEWISHAM,7,537920,173730,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60396,LEWISHAM,7,535280,173660,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60397,LEWISHAM,7,536290,174280,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60398,LEWISHAM,7,536400,174540,1,3 Pedestrian,1 Male,25-59,59,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0115PL60399,LEWISHAM,7,537850,171490,1,3 Pedestrian,1 Male,25-59,57,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0115PL60400,LEWISHAM,7,537860,175840,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60401,LEWISHAM,7,536270,176960,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115PL60405,LEWISHAM,7,537660,174960,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0115PL60406,LEWISHAM,7,538990,171410,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60407,LEWISHAM,7,538600,173660,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115PL60408,LEWISHAM,7,535430,172870,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60409,LEWISHAM,7,536380,171680,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60410,LEWISHAM,7,535130,173020,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60411,LEWISHAM,7,539030,175640,1,3 Pedestrian,2 Female,16-24,16,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115PL60412,LEWISHAM,7,538640,174320,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60413,LEWISHAM,7,539710,172410,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60414,LEWISHAM,7,536490,172800,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60415,LEWISHAM,7,538320,175640,1,3 Pedestrian,2 Female,60+,76,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115PL60416,LEWISHAM,7,536580,176900,1,1 Driver/Rider,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60416,LEWISHAM,7,536580,176900,2,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60417,LEWISHAM,7,536840,177870,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60417,LEWISHAM,7,536840,177870,2,2 Passenger,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60418,LEWISHAM,7,539800,172380,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60418,LEWISHAM,7,539800,172380,2,2 Passenger,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60419,LEWISHAM,7,537010,177250,1,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60420,LEWISHAM,7,536620,177040,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115PL60420,LEWISHAM,7,536620,177040,2,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60421,LEWISHAM,7,537310,176930,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60421,LEWISHAM,7,537310,176930,2,3 Pedestrian,1 Male,60+,68,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115PL60422,LEWISHAM,7,535280,173650,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60423,LEWISHAM,7,535740,177610,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60424,LEWISHAM,7,538690,173670,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60425,LEWISHAM,7,536210,174000,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60426,LEWISHAM,7,538560,175500,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60427,LEWISHAM,7,539980,174100,1,3 Pedestrian,2 Female,25-59,50,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0115PL60428,LEWISHAM,7,538460,174660,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60429,LEWISHAM,7,536740,173300,1,1 Driver/Rider,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60430,LEWISHAM,7,535360,177220,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60430,LEWISHAM,7,535360,177220,2,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60431,LEWISHAM,7,537280,176200,1,2 Passenger,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115PL60432,LEWISHAM,7,536170,173830,1,3 Pedestrian,1 Male,25-59,50,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0115PL60433,LEWISHAM,7,537310,176930,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60434,LEWISHAM,7,534310,172040,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60438,LEWISHAM,7,537760,175890,1,2 Passenger,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115PL60440,LEWISHAM,7,535300,172940,1,2 Passenger,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115PL60441,LEWISHAM,7,535590,177960,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60442,LEWISHAM,7,537960,175680,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0115PL60443,LEWISHAM,7,538260,175920,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60444,LEWISHAM,7,536290,176960,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60445,LEWISHAM,7,538150,175130,1,3 Pedestrian,2 Female,25-59,45,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115PL60446,LEWISHAM,7,537270,173510,1,3 Pedestrian,2 Female,25-59,57,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115PL60448,LEWISHAM,7,535950,171440,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60449,LEWISHAM,7,537300,176650,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60451,LEWISHAM,7,535870,176580,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60452,LEWISHAM,7,538180,175770,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60453,LEWISHAM,7,536670,175410,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60454,LEWISHAM,7,538400,175600,1,3 Pedestrian,1 Male,25-59,36,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115PL60455,LEWISHAM,7,536280,176960,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60456,LEWISHAM,7,536540,171890,1,3 Pedestrian,2 Female,25-59,46,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0115PL60457,LEWISHAM,7,536500,175890,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115PL60459,LEWISHAM,7,536760,176760,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60460,LEWISHAM,7,535590,176790,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60461,LEWISHAM,7,535690,172570,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60462,LEWISHAM,7,537040,176980,1,1 Driver/Rider,1 Male,16-24,23,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60463,LEWISHAM,7,540100,173840,1,1 Driver/Rider,2 Female,60+,63,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60464,LEWISHAM,7,537760,175900,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60466,LEWISHAM,7,535030,171910,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60467,LEWISHAM,7,536230,173270,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60468,LEWISHAM,7,537080,176970,1,1 Driver/Rider,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60470,LEWISHAM,7,535920,171440,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60471,LEWISHAM,7,536680,175210,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60472,LEWISHAM,7,536710,174560,1,1 Driver/Rider,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60473,LEWISHAM,7,538210,175770,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60474,LEWISHAM,7,537620,171910,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60476,LEWISHAM,7,535810,175970,1,3 Pedestrian,2 Female,0-15,11,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0115PL60477,LEWISHAM,7,539460,175200,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60478,LEWISHAM,7,536710,176960,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60479,LEWISHAM,7,537160,176260,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60480,LEWISHAM,7,538450,175570,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60481,LEWISHAM,7,537640,175980,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60482,LEWISHAM,7,537090,176330,1,3 Pedestrian,1 Male,16-24,23,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0115PL60483,LEWISHAM,7,535860,171440,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60484,LEWISHAM,7,539650,175950,1,2 Passenger,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60485,LEWISHAM,7,538990,175180,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60487,LEWISHAM,7,536750,171490,1,1 Driver/Rider,1 Male,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60488,LEWISHAM,7,537410,173570,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60489,LEWISHAM,7,536840,177030,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60490,LEWISHAM,7,537880,174160,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60492,LEWISHAM,7,536680,175150,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60493,LEWISHAM,7,538540,174520,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60494,LEWISHAM,7,535720,176990,1,3 Pedestrian,1 Male,16-24,17,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0115PL60495,LEWISHAM,7,538000,175820,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60496,LEWISHAM,7,538440,173660,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60497,LEWISHAM,7,537680,173640,1,3 Pedestrian,2 Female,25-59,33,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115PL60498,LEWISHAM,7,539650,175960,2,2 Passenger,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60498,LEWISHAM,7,539650,175960,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60500,LEWISHAM,7,538500,176030,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60501,LEWISHAM,7,536490,175800,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60502,LEWISHAM,7,537790,173520,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60503,LEWISHAM,7,538740,175150,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60504,LEWISHAM,7,539990,173800,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60506,LEWISHAM,7,537420,176650,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60509,LEWISHAM,7,538480,175610,1,3 Pedestrian,1 Male,25-59,56,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115PL60510,LEWISHAM,7,538240,171810,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60511,LEWISHAM,7,538920,172350,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60513,LEWISHAM,7,538110,175060,1,1 Driver/Rider,2 Female,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60514,LEWISHAM,7,537060,175380,1,3 Pedestrian,1 Male,25-59,50,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0115PL60515,LEWISHAM,7,538250,175940,1,3 Pedestrian,2 Female,25-59,29,1,3 Slight,01 Crossing Road On Ped Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0115PL60516,LEWISHAM,7,535560,173030,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60517,LEWISHAM,7,535110,171930,1,3 Pedestrian,1 Male,25-59,36,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0115PL60518,LEWISHAM,7,540700,172220,1,1 Driver/Rider,1 Male,25-59,45,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60519,LEWISHAM,7,535390,174000,1,1 Driver/Rider,2 Female,60+,86,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60522,LEWISHAM,7,537880,174280,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60523,LEWISHAM,7,535180,171580,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60524,LEWISHAM,7,539540,173740,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60525,LEWISHAM,7,537710,176240,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60526,LEWISHAM,7,537190,177250,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60527,LEWISHAM,7,537770,173840,1,2 Passenger,2 Female,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115PL60528,LEWISHAM,7,536120,173510,1,1 Driver/Rider,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60529,LEWISHAM,7,536040,176860,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60531,LEWISHAM,7,538170,173690,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60533,LEWISHAM,7,538000,172130,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60534,LEWISHAM,7,537930,172230,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60535,LEWISHAM,7,536130,175720,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115PL60537,LEWISHAM,7,537520,173600,1,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60538,LEWISHAM,7,536290,176960,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60540,LEWISHAM,7,536980,176450,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60542,LEWISHAM,7,537880,174170,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60544,LEWISHAM,7,535010,172240,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60545,LEWISHAM,7,538350,175520,1,3 Pedestrian,1 Male,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115PL60546,LEWISHAM,7,539060,173890,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60546,LEWISHAM,7,539060,173890,2,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60546,LEWISHAM,7,539060,173890,3,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60547,LEWISHAM,7,541500,171820,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60548,LEWISHAM,7,536160,177400,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60549,LEWISHAM,7,535480,171480,1,1 Driver/Rider,1 Male,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115PL60550,LEWISHAM,7,540030,173790,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60551,LEWISHAM,7,535590,176800,2,2 Passenger,1 Male,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60551,LEWISHAM,7,535590,176800,1,2 Passenger,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60551,LEWISHAM,7,535590,176800,3,2 Passenger,1 Male,0-15,8,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60552,LEWISHAM,7,536120,173280,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115PL60553,LEWISHAM,7,540120,173240,1,3 Pedestrian,2 Female,0-15,6,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115PL60554,LEWISHAM,7,537720,173750,1,3 Pedestrian,1 Male,0-15,6,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115PL60558,LEWISHAM,7,536600,177040,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115PL60559,LEWISHAM,7,536440,177010,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0115PL60561,LEWISHAM,7,535490,173620,2,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115PL60561,LEWISHAM,7,535490,173620,1,1 Driver/Rider,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
